Components of 5- and 10-year nominal yields and inflation compensation and 5-to-10-year nominal forward rate and forward inflation compensation.,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/1983,3.587100148,4.262599945,1.860700011,0.248699665,NA,9.9902,9.95909977,NA,NA,3.43269968,4.041800022,2.397900105,0.439899921,NA,10.2722,10.31229973,NA,NA,3.278299212,3.821000099,2.935100198,0.631100178,NA,10.5542,10.66549969,NA,NA
3/2/1983,3.604300141,4.268199921,1.864199996,0.249099731,NA,10.012,9.985799789,NA,NA,3.444900036,4.04610014,2.401299953,0.440299511,NA,10.2996,10.33259964,NA,NA,3.28549993,3.824000359,2.938399911,0.63149929,NA,10.5872,10.67939949,NA,NA
3/3/1983,3.591299772,4.262700081,1.853399992,0.244300365,NA,9.9695,9.951700211,NA,NA,3.437100172,4.043300152,2.396899939,0.439099312,NA,10.2932,10.31639957,NA,NA,3.282900572,3.823900223,2.940399885,0.633898258,NA,10.6169,10.68109894,NA,NA
3/4/1983,3.600299835,4.275499821,1.861999989,0.242800713,NA,10.0014,9.980600357,NA,NA,3.453399897,4.056099892,2.415600061,0.443000317,NA,10.348,10.36810017,NA,NA,3.306499958,3.836699963,2.969200134,0.643199921,NA,10.6946,10.75559998,NA,NA
3/7/1983,3.666100144,4.304299831,1.887699962,0.24750042,NA,10.1444,10.10560036,NA,NA,3.50459981,4.07859993,2.440900087,0.447800159,NA,10.4506,10.47189999,NA,NA,3.343099475,3.852900028,2.994100213,0.648099899,NA,10.7568,10.83819962,NA,NA
3/8/1983,3.725899816,4.330299854,1.901100039,0.245700359,NA,10.2252,10.20300007,NA,NA,3.554499865,4.101399899,2.464299917,0.451600552,NA,10.5576,10.57180023,NA,NA,3.383099914,3.872499943,3.027499795,0.657500744,NA,10.89,10.9406004,NA,NA
3/9/1983,3.736500025,4.327799797,1.883599997,0.236800194,NA,10.1921,10.18470001,NA,NA,3.561299801,4.101399899,2.45720005,0.448900223,NA,10.555,10.56879997,NA,NA,3.386099577,3.875,3.030800104,0.661000252,NA,10.9179,10.95289993,NA,NA
3/10/1983,3.75180006,4.338900089,1.896100044,0.239299774,NA,10.2558,10.22609997,NA,NA,3.576600075,4.11070013,2.470499992,0.451699734,NA,10.5877,10.60949993,NA,NA,3.401400089,3.882500172,3.04489994,0.664099693,NA,10.9196,10.99289989,NA,NA
3/11/1983,3.760800004,4.350399971,1.903900027,0.238099575,NA,10.2723,10.25319958,NA,NA,3.591500044,4.122000217,2.486900091,0.45510006,NA,10.6385,10.65550041,NA,NA,3.422200084,3.893600464,3.069900155,0.672100544,NA,11.0047,11.05780125,NA,NA
3/14/1983,3.741399884,4.335199833,1.888399959,0.23570013,NA,10.22,10.20069981,NA,NA,3.57069993,4.109000206,2.468199968,0.451099873,NA,10.5716,10.59899998,NA,NA,3.399999976,3.882800579,3.047999978,0.666499615,NA,10.9232,10.99730015,NA,NA
3/15/1983,3.728399873,4.320799828,1.873000026,0.233399868,NA,10.1751,10.15559959,NA,NA,3.553399801,4.096300125,2.448600054,0.446700096,NA,10.5168,10.54500008,NA,NA,3.37839973,3.871800423,3.024200082,0.660000324,NA,10.8585,10.93440056,NA,NA
3/16/1983,3.750599742,4.333000183,1.881600022,0.233399868,NA,10.2174,10.19859982,NA,NA,3.573800087,4.106900215,2.461400032,0.449099541,NA,10.5668,10.59119987,NA,NA,3.397000432,3.880800247,3.041200042,0.664799213,NA,10.9162,10.98379993,NA,NA
3/17/1983,3.770899892,4.337999821,1.886700034,0.235600471,NA,10.2562,10.23120022,NA,NA,3.585800171,4.109899998,2.46269989,0.449100018,NA,10.5773,10.60750008,NA,NA,3.40070045,3.881800175,3.038699746,0.662599564,NA,10.8984,10.98379993,NA,NA
3/18/1983,3.802800179,4.339000225,1.878200054,0.23239994,NA,10.2667,10.2524004,NA,NA,3.601899862,4.110000134,2.453799963,0.446200371,NA,10.5851,10.61190033,NA,NA,3.400999546,3.881000042,3.029399872,0.660000801,NA,10.9035,10.97140026,NA,NA
3/21/1983,3.825700164,4.338200092,1.879099965,0.235599518,NA,10.3087,10.27859974,NA,NA,3.60890007,4.106400013,2.444200039,0.443900108,NA,10.568,10.60340023,NA,NA,3.392099977,3.874599934,3.009300113,0.652200699,NA,10.8273,10.92820072,NA,NA
3/22/1983,3.843900084,4.34469986,1.887899995,0.23900032,NA,10.3454,10.31550026,NA,NA,3.620700121,4.1104002,2.448600054,0.4447999,NA,10.5925,10.62450027,NA,NA,3.397500157,3.87610054,3.009300113,0.65059948,NA,10.8396,10.93350029,NA,NA
3/23/1983,3.849900246,4.331699848,1.872499943,0.237699509,NA,10.3192,10.29179955,NA,NA,3.61220026,4.097499847,2.424799919,0.43930006,NA,10.5394,10.57380009,NA,NA,3.374500275,3.863299847,2.977099895,0.640900612,NA,10.7596,10.85580063,NA,NA
3/24/1983,3.848699927,4.331299782,1.868899941,0.235600471,NA,10.3062,10.28450012,NA,NA,3.612500191,4.098100185,2.424799919,0.438899517,NA,10.553,10.57429981,NA,NA,3.376300454,3.864900589,2.980699897,0.642198563,NA,10.7998,10.8640995,NA,NA
3/25/1983,3.88560009,4.348800182,1.874300003,0.231400013,NA,10.3551,10.34010029,NA,NA,3.645999908,4.114500046,2.441800117,0.441699982,NA,10.6323,10.64400005,NA,NA,3.406399727,3.880199909,3.009300232,0.65199995,NA,10.9095,10.94789982,NA,NA
3/28/1983,3.902299881,4.350200176,1.868999958,0.228699684,NA,10.3694,10.3501997,NA,NA,3.655999899,4.11590004,2.438699961,0.440299988,NA,10.6334,10.65089989,NA,NA,3.409699917,3.881599903,3.008399963,0.651900291,NA,10.8974,10.95160007,NA,NA
3/29/1983,3.889799953,4.34469986,1.861199975,0.225900173,NA,10.3414,10.32159996,NA,NA,3.647199869,4.112299919,2.434099913,0.439200401,NA,10.6177,10.6328001,NA,NA,3.404599786,3.879899979,3.00699985,0.652500629,NA,10.894,10.94400024,NA,NA
3/30/1983,3.890200019,4.338900089,1.851400018,0.223200321,NA,10.3225,10.30370045,NA,NA,3.643599749,4.107500076,2.424400091,0.436699867,NA,10.5941,10.61219978,NA,NA,3.396999478,3.876100063,2.997400165,0.650199413,NA,10.8657,10.92069912,NA,NA
3/31/1983,3.887000203,4.344200134,1.859599948,0.22480011,NA,10.3417,10.3156004,NA,NA,3.64620018,4.112400055,2.434299946,0.439199924,NA,10.6139,10.63210011,NA,NA,3.405400157,3.880599976,3.008999944,0.653599739,NA,10.8861,10.94859982,NA,NA
4/1/1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/4/1983,3.894600153,4.343500137,1.854799986,0.222899437,NA,10.3355,10.31579971,NA,NA,3.649800062,4.111999989,2.430700064,0.43789959,NA,10.6141,10.6303997,NA,NA,3.404999971,3.88049984,3.006600142,0.652899742,NA,10.8927,10.94499969,NA,NA
4/5/1983,3.84589982,4.316800117,1.825700045,0.21600008,NA,10.2163,10.20440006,NA,NA,3.608599901,4.09100008,2.403000116,0.43200016,NA,10.5205,10.53460026,NA,NA,3.371299982,3.865200043,2.980300188,0.64800024,NA,10.8247,10.86480045,NA,NA
4/6/1983,3.829100132,4.311500072,1.822700024,0.215899944,NA,10.2013,10.17920017,NA,NA,3.596800089,4.086999893,2.400099993,0.43170023,NA,10.4998,10.5156002,NA,NA,3.364500046,3.862499714,2.977499962,0.647500515,NA,10.7983,10.85200024,NA,NA
4/7/1983,3.824599862,4.316899776,1.829100013,0.216200352,NA,10.2088,10.1868,NA,NA,3.599700212,4.09250021,2.410599947,0.434199333,NA,10.5259,10.5369997,NA,NA,3.374800563,3.868100643,2.992099881,0.652198315,NA,10.843,10.8871994,NA,NA
4/8/1983,3.814899921,4.319200039,1.835299969,0.217999935,NA,10.2135,10.18739986,NA,NA,3.596699953,4.094799995,2.417599916,0.436199665,NA,10.5322,10.54529953,NA,NA,3.378499985,3.870399952,2.999899864,0.654399395,NA,10.8509,10.9031992,NA,NA
4/11/1983,3.757600069,4.294099808,1.816499949,0.21600008,NA,10.1071,10.08419991,NA,NA,3.550899982,4.074299812,2.395299911,0.432199955,NA,10.438,10.45269966,NA,NA,3.344199896,3.854499817,2.974099874,0.64839983,NA,10.7689,10.82119942,NA,NA
4/12/1983,3.745999932,4.296999931,1.836099982,0.225999832,NA,10.151,10.10509968,NA,NA,3.543299913,4.074200153,2.403199911,0.435200214,NA,10.4286,10.45590019,NA,NA,3.340599895,3.851400375,2.97029984,0.644400597,NA,10.7062,10.80670071,NA,NA
4/13/1983,3.743499994,4.290100098,1.834100008,0.228700161,NA,10.131,10.09640026,NA,NA,3.534499884,4.066500187,2.392299891,0.433100224,NA,10.4021,10.42640018,NA,NA,3.325499773,3.842900276,2.950499773,0.637500286,NA,10.6732,10.75640011,NA,NA
4/14/1983,3.710799813,4.264200211,1.805899978,0.223500252,NA,10.0246,10.00440025,NA,NA,3.500000238,4.044700146,2.360399961,0.4260993,NA,10.3124,10.33119965,NA,NA,3.289200664,3.825200081,2.914899945,0.628698349,NA,10.6002,10.65799904,NA,NA
4/15/1983,3.717599869,4.269000053,1.813899994,0.226400375,NA,10.0602,10.02690029,NA,NA,3.505700111,4.047999859,2.36590004,0.427500248,NA,10.3276,10.34710026,NA,NA,3.293800354,3.826999664,2.917900085,0.628600121,NA,10.595,10.66730022,NA,NA
4/18/1983,3.708499908,4.26639986,1.814599991,0.227500439,NA,10.0496,10.0170002,NA,NA,3.498700142,4.045400143,2.36439991,0.42759943,NA,10.3186,10.33609962,NA,NA,3.288900375,3.824400425,2.914199829,0.627698421,NA,10.5876,10.65519905,NA,NA
4/19/1983,3.723500252,4.293200016,1.851099968,0.23609972,NA,10.1491,10.10389996,NA,NA,3.524900198,4.068099976,2.403599977,0.436900139,NA,10.4188,10.43350029,NA,NA,3.326300144,3.842999935,2.956099987,0.637700558,NA,10.6885,10.76310062,NA,NA
4/20/1983,3.735700011,4.293000221,1.845399976,0.23360014,NA,10.1339,10.10770035,NA,NA,3.531200171,4.06799984,2.399399996,0.435500145,NA,10.4188,10.43410015,NA,NA,3.32670033,3.842999458,2.953400016,0.63740015,NA,10.7037,10.76049995,NA,NA
4/21/1983,3.747400165,4.299200058,1.852100015,0.235199451,NA,10.1676,10.13389969,NA,NA,3.540899754,4.072899818,2.405600071,0.436800003,NA,10.4398,10.45619965,NA,NA,3.334399343,3.846599579,2.959100127,0.638400555,NA,10.712,10.7784996,NA,NA
4/22/1983,3.734300017,4.297200203,1.850700021,0.23429966,NA,10.1454,10.1164999,NA,NA,3.534000158,4.072000027,2.406800032,0.437299728,NA,10.4358,10.45009995,NA,NA,3.333700299,3.84679985,2.962900043,0.640299797,NA,10.7262,10.78369999,NA,NA
4/25/1983,3.720099926,4.293499947,1.845499992,0.231800556,NA,10.1158,10.09090042,NA,NA,3.525900126,4.070199966,2.405800104,0.437099934,NA,10.4269,10.43900013,NA,NA,3.331700325,3.846899986,2.966100216,0.642399311,NA,10.738,10.78709984,NA,NA
4/26/1983,3.706799984,4.290400028,1.846899986,0.233499527,NA,10.1114,10.07759953,NA,NA,3.516600132,4.067299843,2.404900074,0.437399864,NA,10.4081,10.42619991,NA,NA,3.32640028,3.844199657,2.962900162,0.641300201,NA,10.7048,10.7748003,NA,NA
4/27/1983,3.684000015,4.268599987,1.825799942,0.231199741,NA,10.0378,10.00959969,NA,NA,3.488399744,4.0479002,2.376300097,0.431199551,NA,10.3207,10.34379959,NA,NA,3.292799473,3.827200413,2.926800251,0.63119936,NA,10.6036,10.6779995,NA,NA
4/28/1983,3.683999896,4.268599987,1.817299962,0.225699902,NA,10.0125,9.995599747,NA,NA,3.491600037,4.05009985,2.37680006,0.430600166,NA,10.3431,10.34910011,NA,NA,3.299200177,3.831599712,2.936300159,0.635500431,NA,10.6737,10.70260048,NA,NA
4/29/1983,3.656000018,4.261199951,1.815199971,0.22630024,NA,9.9902,9.95870018,NA,NA,3.472700119,4.044300079,2.373899937,0.430599689,NA,10.3078,10.32149982,NA,NA,3.28940022,3.827400208,2.932599902,0.634899139,NA,10.6254,10.68429947,NA,NA
5/2/1983,3.628999949,4.256700039,1.82249999,0.231400013,NA,9.9816,9.939599991,NA,NA,3.454399824,4.039599895,2.375200033,0.432100296,NA,10.2818,10.30130005,NA,NA,3.2797997,3.822499752,2.927900076,0.632800579,NA,10.582,10.66300011,NA,NA
5/3/1983,3.616499901,4.250599861,1.818099976,0.231200218,NA,9.9474,9.916399956,NA,NA,3.443799973,4.034399986,2.369100094,0.430900097,NA,10.2617,10.27820015,NA,NA,3.271100044,3.818200111,2.920100212,0.630599976,NA,10.576,10.64000034,NA,NA
5/4/1983,3.591599941,4.231999874,1.792500019,0.223700047,NA,9.8568,9.839799881,NA,NA,3.420300245,4.020199776,2.346999884,0.425799847,NA,10.2051,10.21329975,NA,NA,3.249000549,3.808399677,2.901499748,0.627899647,NA,10.5534,10.58679962,NA,NA
5/5/1983,3.593299747,4.240200043,1.80400002,0.22630024,NA,9.8979,9.863800049,NA,NA,3.427100182,4.027400017,2.360199928,0.428999901,NA,10.233,10.24370003,NA,NA,3.260900617,3.814599991,2.916399837,0.631699562,NA,10.5681,10.62360001,NA,NA
5/6/1983,3.582199931,4.233699799,1.797000051,0.224699974,NA,9.8653,9.837599754,NA,NA,3.417400122,4.022200108,2.353100061,0.427400112,NA,10.2092,10.2201004,NA,NA,3.252600312,3.810700417,2.909200072,0.63010025,NA,10.5531,10.60260105,NA,NA
5/9/1983,3.609099865,4.254799843,1.819499969,0.228700161,NA,9.9475,9.912099838,NA,NA,3.445700169,4.039999962,2.378900051,0.433099747,NA,10.2879,10.29769993,NA,NA,3.282300472,3.825200081,2.938300133,0.637499332,NA,10.6283,10.68330002,NA,NA
5/10/1983,3.592800021,4.24119997,1.804999948,0.226200104,NA,9.8921,9.865200043,NA,NA,3.42779994,4.028399944,2.361900091,0.429300308,NA,10.2342,10.24740028,NA,NA,3.262799859,3.815599918,2.918800235,0.632400513,NA,10.5763,10.62960052,NA,NA
5/11/1983,3.577800274,4.241099834,1.806499958,0.226000309,NA,9.8791,9.851400375,NA,NA,3.421700001,4.029500008,2.367000103,0.430700302,NA,10.2386,10.24890041,NA,NA,3.265599728,3.817900181,2.927500248,0.635400295,NA,10.5981,10.64640045,NA,NA
